[INFO][Wed, 10 Dec 25 10:00:03 +0800][dfcd50b8-42ad-993a-5f18-ba3880e2a4b5][Cli] - [nocodecodegen][Sql][0.1143][nocodecodegen/mainAction]SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'cms_modules' AND `TABLE_SCHEMA` = DATABASE()

[INFO][Wed, 10 Dec 25 10:00:03 +0800][dfcd50b8-42ad-993a-5f18-ba3880e2a4b5][Cli] - [nocodecodegen][Sql][0.1077][nocodecodegen/mainAction]DESCRIBE `cms_modules`

[INFO][Wed, 10 Dec 25 10:00:04 +0800][dfcd50b8-42ad-993a-5f18-ba3880e2a4b5][Cli] - [nocodecodegen][Sql][0.1327][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1
[INFO][Wed, 10 Dec 25 10:04:28 +0800][55ec7bfa-3859-7abc-97ef-a0e8d270251a][Cli] - [nocodecodegen][Sql][0.0992][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:04:40 +0800][55ec7bfa-3859-7abc-97ef-a0e8d270251a][Cli] - [nocodecodegen][Sql][0.1010][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:04:48 +0800][55ec7bfa-3859-7abc-97ef-a0e8d270251a][Cli] - [nocodecodegen][Sql][0.1309][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:04:50 +0800][55ec7bfa-3859-7abc-97ef-a0e8d270251a][Cli] - [nocodecodegen][Sql][0.1113][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:05:02 +0800][55ec7bfa-3859-7abc-97ef-a0e8d270251a][Cli] - [nocodecodegen][Sql][0.1001][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:05:10 +0800][55ec7bfa-3859-7abc-97ef-a0e8d270251a][Cli] - [nocodecodegen][Sql][0.1008][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:05:20 +0800][55ec7bfa-3859-7abc-97ef-a0e8d270251a][Cli] - [nocodecodegen][Sql][0.1027][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:05:22 +0800][55ec7bfa-3859-7abc-97ef-a0e8d270251a][Cli] - [nocodecodegen][Sql][0.1011][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:05:25 +0800][55ec7bfa-3859-7abc-97ef-a0e8d270251a][Cli] - [nocodecodegen][Sql][0.1013][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:05:27 +0800][55ec7bfa-3859-7abc-97ef-a0e8d270251a][Cli] - [nocodecodegen][Sql][0.1027][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:05:37 +0800][55ec7bfa-3859-7abc-97ef-a0e8d270251a][Cli] - [nocodecodegen][Sql][0.1005][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:05:43 +0800][55ec7bfa-3859-7abc-97ef-a0e8d270251a][Cli] - [nocodecodegen][Sql][0.0995][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:06:26 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.1057][nocodecodegen/mainAction]SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'cms_modules' AND `TABLE_SCHEMA` = DATABASE()

[INFO][Wed, 10 Dec 25 10:06:27 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.1092][nocodecodegen/mainAction]DESCRIBE `cms_modules`

[INFO][Wed, 10 Dec 25 10:06:27 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.1070][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:06:33 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.1016][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:06:40 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.1009][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:06:47 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.0996][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:06:57 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.1062][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:07:01 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.0991][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:07:10 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.1057][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:07:21 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.1053][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:07:27 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.0999][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:07:37 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.1004][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:07:39 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.1002][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:07:41 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.1014][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:07:44 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.1005][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:07:46 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.1072][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:07:48 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.1064][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:08:00 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.1121][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:08:06 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.1040][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:08:07 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.0999][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:08:20 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.1015][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:08:29 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.1014][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:08:37 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.1041][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:08:40 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.1067][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:08:42 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.1010][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:08:44 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.1025][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:08:58 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.1005][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:09:02 +0800][963a92cb-8de4-8bc8-d62c-f77929bdc7d1][Cli] - [nocodecodegen][Sql][0.1000][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:49:06 +0800][f1e9e5c5-35ef-c52c-4fc2-a0e71e4cfa4a][Cli] - [nocodecodegen][Sql][0.1186][nocodecodegen/mainAction]SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'cms_modules' AND `TABLE_SCHEMA` = DATABASE()

[INFO][Wed, 10 Dec 25 10:49:06 +0800][f1e9e5c5-35ef-c52c-4fc2-a0e71e4cfa4a][Cli] - [nocodecodegen][Sql][0.3187][nocodecodegen/mainAction]DESCRIBE `cms_modules`

[INFO][Wed, 10 Dec 25 10:49:07 +0800][f1e9e5c5-35ef-c52c-4fc2-a0e71e4cfa4a][Cli] - [nocodecodegen][Sql][0.1150][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:49:21 +0800][f1e9e5c5-35ef-c52c-4fc2-a0e71e4cfa4a][Cli] - [nocodecodegen][Sql][0.1137][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

